,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
5271,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
5281,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442
5282,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
5290,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 02 May,2h 35m,non-stop,No info,4804
5292,IndiGo,24/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640
5300,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 22 May,2h 50m,non-stop,No info,3625
5301,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419
5302,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3850
5305,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 04 Jun,8h 20m,1 stop,No info,6104
5306,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Jun,3h,non-stop,No info,3943
5307,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,7514
5312,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4423
5316,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
5317,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,5618
5342,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
5368,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 10 Apr,3h,non-stop,No info,3943
5378,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,6442
5381,IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
5384,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 May,14h 55m,1 stop,No info,8330
5388,IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,16000
5399,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
5400,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6412
5404,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855
5412,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
5424,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
5425,IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 13 May,2h 20m,non-stop,No info,5277
5430,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
5431,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 May,3h,non-stop,No info,3943
5438,IndiGo,12/06/2019,Delhi,Cochin,DEL → COK,21:05,00:20 13 Jun,3h 15m,non-stop,No info,6015
5440,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 28 Mar,5h 5m,1 stop,No info,5073
5441,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326
5445,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
5448,IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4174
5452,IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,15:35,5h,1 stop,No info,5073
5460,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
5473,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 16 May,8h 20m,1 stop,No info,6979
5477,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7295
5484,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5530
5494,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,5224
5495,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,2h 35m,non-stop,No info,4804
5505,IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5000
5511,IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174
5514,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 25 May,3h,non-stop,No info,3943
5515,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442
5518,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
5521,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 16 Mar,2h 50m,non-stop,No info,8855
5531,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
5532,IndiGo,9/03/2019,Delhi,Cochin,DEL → MAA → COK,02:05,07:10,5h 5m,1 stop,No info,10482
5539,IndiGo,24/03/2019,Kolkata,Banglore,CCU → IXA → BLR,14:30,20:10,5h 40m,1 stop,No info,9413
5552,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
5556,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 04 Mar,2h 45m,non-stop,No info,5618
5557,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,6565
5562,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442
5563,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
5566,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423
5574,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6442
5575,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 13 May,2h 40m,non-stop,No info,4804
5580,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6416
5582,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 22 Mar,9h 35m,1 stop,No info,9264
5587,IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
5594,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4148
5596,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 28 Apr,2h 50m,non-stop,No info,3943
5600,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 07 May,14h 5m,1 stop,No info,6979
5602,IndiGo,1/04/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6284
5603,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
5604,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9h 30m,1 stop,No info,6442
5614,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
5615,IndiGo,15/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
5617,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 25 Jun,5h 5m,1 stop,No info,5054
5619,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
5627,IndiGo,1/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809
5629,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 10 Jun,2h 35m,non-stop,No info,5224
5630,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 10 May,8h 20m,1 stop,No info,8330
5633,IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
5643,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 02 May,2h 50m,non-stop,No info,4591
5648,IndiGo,6/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
5653,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
5656,IndiGo,3/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386
5659,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 Apr,14h 55m,1 stop,No info,6270
5666,IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,4729
5668,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
5669,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,20:25,23:10,2h 45m,non-stop,No info,4804
5674,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
5677,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6758
5683,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,14871
5685,IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,4784
5686,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
5692,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6979
5693,IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
5697,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
5699,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
5714,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6314
5720,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,14871
5722,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 25 Apr,2h 35m,non-stop,No info,4804
5723,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,7303
5726,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,non-stop,No info,7295
5736,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 02 May,2h 50m,non-stop,No info,3943
5748,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,8784
5749,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
5755,IndiGo,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 22 May,5h 15m,1 stop,No info,7228
5756,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6287
5758,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,17:15,20:00,2h 45m,non-stop,No info,6985
5764,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
5766,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
5778,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
5784,IndiGo,15/03/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5406
5787,IndiGo,9/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
5790,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,4148
5791,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,7191
5799,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
5803,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 22 Mar,2h 50m,non-stop,No info,4944
5813,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
5815,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,non-stop,No info,4990
5828,IndiGo,6/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6493
5837,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
5846,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,6565
5850,IndiGo,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 02 Mar,5h,1 stop,No info,22153
5860,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
5861,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5694
5869,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
5871,IndiGo,15/04/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,5912
5875,IndiGo,27/06/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147
5877,IndiGo,21/03/2019,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6101
5887,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 28 May,16h 15m,1 stop,No info,6628
5889,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148
5898,IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
5901,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
5903,IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:30 13 Mar,2h 25m,non-stop,No info,6297
5906,IndiGo,12/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205
5916,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
5921,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
5922,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
5925,IndiGo,9/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,non-stop,No info,7417
5930,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
5932,IndiGo,24/05/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,6991
5934,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1 stop,No info,5073
5941,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674
5946,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
5950,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4238
5955,IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809
5958,IndiGo,24/04/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4565
5959,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 10 Mar,7h,1 stop,No info,12351
5960,IndiGo,18/03/2019,Delhi,Cochin,DEL → COK,21:05,00:20 19 Mar,3h 15m,non-stop,No info,5021
5970,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4488
5975,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864
5988,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,7060
5989,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7900
5991,IndiGo,24/04/2019,Kolkata,Banglore,CCU → MAA → BLR,19:35,00:10 25 Apr,4h 35m,1 stop,No info,4860
5993,IndiGo,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
5995,IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,15:35,5h,1 stop,No info,5073
5999,IndiGo,27/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,4729
6000,IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 May,2h 35m,non-stop,No info,4804
6004,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9h 30m,1 stop,No info,6442
6009,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,7144
6015,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4284
6021,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
6022,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
6027,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8033
6028,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
6032,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
6041,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
6042,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
6043,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
6046,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 13 Apr,2h 40m,non-stop,No info,4174
6051,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
6053,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 Jun,10h 30m,1 stop,No info,6316
6055,IndiGo,18/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 19 May,5h 5m,1 stop,No info,10958
6056,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
6064,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
6078,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,5224
6080,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4778
6088,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,14871
6092,IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386
6096,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
6100,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,6144
6106,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
6117,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
6118,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174
6122,IndiGo,3/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 04 Jun,5h 45m,1 stop,No info,7189
6130,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
6132,IndiGo,6/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673
6141,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,5740
6144,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
6145,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,7738
6153,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423
6159,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
6161,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,6111
6163,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,7258
6168,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
6175,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
6182,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 13 May,2h 50m,non-stop,No info,4591
6194,IndiGo,3/03/2019,Delhi,Cochin,DEL → MAA → COK,09:55,15:10,5h 15m,1 stop,No info,12214
6196,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,6860
6201,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 28 Mar,10h 35m,1 stop,No info,8075
6203,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 07 Mar,2h 45m,non-stop,No info,4778
6207,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 07 May,14h 55m,1 stop,No info,6979
6211,IndiGo,15/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:30,4h 10m,1 stop,No info,4226
6222,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838
6229,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 28 May,10h 30m,1 stop,No info,6628
6237,IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174
6238,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
6242,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 13 Jun,2h 20m,non-stop,No info,5277
6256,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
6263,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1 stop,No info,6206
6267,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4591
6275,IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,4729
6278,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
6286,IndiGo,21/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1 stop,No info,4226
6291,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3384
6292,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
6293,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
6296,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,3384
6299,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 10 Jun,2h 50m,non-stop,No info,4591
6304,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,15:30,8h 50m,1 stop,No info,14871
6310,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 10 Jun,8h 20m,1 stop,No info,6206
6317,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
6320,IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 10 May,2h 35m,non-stop,No info,4804
6323,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6838
6324,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1 stop,No info,8258
6328,IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148
6333,IndiGo,27/06/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582
6343,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,01:35 04 Mar,16h 25m,1 stop,No info,14871
6348,IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
6354,IndiGo,3/03/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,9257
6357,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5h 50m,1 stop,No info,9861
